,user_id,chat_id,message,spam
140,461468765,-1001171769456,да это фу,0
141,384327785,-1001171769456,с тайпскриптом норм,0
142,384327785,-1001171769456,там дженерики есть,0
143,384327785,-1001171769456,декораторы,0
144,461468765,-1001171769456,что блять,0
145,384327785,-1001171769456,классно,0
146,461468765,-1001171769456,это как,0
147,384327785,-1001171769456,что как,0
148,384327785,-1001171769456,httpsgithubcomtraefikyaegi,1
149,461468765,-1001171769456,а блять,0
150,461468765,-1001171769456,чё ж его в рехтестер не это самое,0
151,384327785,-1001171769456,мы с махуном хотели через него делать юзербота,0
152,384327785,-1001171769456,но проект отложился,0
153,384327785,-1001171769456,ибо это не полноценная гошка,0
154,415364816,-1001171769456,а если юзербота на ноде,0
155,415364816,-1001171769456,с ta,0
156,384327785,-1001171769456,там тоже нет фреймворков адекватных для мтпрото,0
157,384327785,-1001171769456,только бинды тдлиб,0
158,415364816,-1001171769456,airgram,0
159,415364816,-1001171769456,хотя я хз,0
160,461468765,-1001171769456,их нигде нет кроме питона да,0
161,384327785,-1001171769456,хммм,0
162,384327785,-1001171769456,неплохо,0
163,415364816,-1001171769456,ну это миддлвар,0
164,415364816,-1001171769456,как у express допустим,0
165,384327785,-1001171769456,я понимаю,0
166,415364816,-1001171769456,вроде норм же,0
167,384327785,-1001171769456,видимо,0
168,384327785,-1001171769456,бля как же тяжело думать в динамической типизации после строгой,0
169,384327785,-1001171769456,я ебу,0
170,384327785,-1001171769456,у меня просто мозг разрывается,0
171,384327785,-1001171769456,нахуй,0
172,384327785,-1001171769456,я не понимаю КАК ЭТО,1
173,384327785,-1001171769456,КОГДА ТЫ НЕ ЗНАЕШЬ ТИП ПЕРЕМЕННОЙ,0
174,384327785,-1001171769456,я тупо не понимаю,0
175,384327785,-1001171769456,КАК,1
176,384327785,-1001171769456,это,0
177,461468765,-1001171769456,да похуй както чё ты,0
178,415364816,-1001171769456,впринципе в TS можно юзать строгую типизацию,0
179,448233433,-1001171769456,,0
180,415364816,-1001171769456,тип возврещаемого значения,0
181,448233433,-1001171769456,лол,0
182,384327785,-1001171769456,я просто говорю о том с чем сталкиваюсь,0
183,384327785,-1001171769456,мне тяжело мыслить,0
184,384327785,-1001171769456,я то могу писать,0
185,384327785,-1001171769456,но перестраиваться тяжко,0
186,384327785,-1001171769456,ну её и надо юзать,0
187,384327785,-1001171769456,any зло,0
188,448233433,-1001171769456,auto ,1
189,415364816,-1001171769456,я кста тоже думал о юзерботе на JSTS,1
190,415364816,-1001171769456,Оно ж не так работает,0
191,384327785,-1001171769456,просто если шо то тдлиб на винде не заводится нормально вроде,0
192,415364816,-1001171769456,ну а кто его на винде деплоить будет,0
193,384327785,-1001171769456,есть такие фрики всё же,0
194,448233433,-1001171769456,ну я про плюсы,0
195,415364816,-1001171769456,Я думаю Airgram сможет,0
196,415364816,-1001171769456,это не так работает,0
197,448233433,-1001171769456,где компилятор тупо гадает,0
198,448233433,-1001171769456,че это,0
199,415364816,-1001171769456,"auto i  1  хуйня

int i  1
auto j  i  j принимает тип и значение i",0
200,384327785,-1001171769456,у нас в гошке такое везде,0
201,384327785,-1001171769456,если ты про,0
202,448233433,-1001171769456,так а что не так то,0
203,448233433,-1001171769456,эээ,0
204,384327785,-1001171769456,присваивание переменной,0
205,415364816,-1001171769456,А стоп,0
206,448233433,-1001171769456,не понял,0
207,384327785,-1001171769456,"Language
golang

Source
package main
import
fmt
reflect

func main
  a  zalupa
   fmtPrintlnreflectTypeOfa


Warnings
go disabling cache 378806630cachegobuild due to initialization failure mkdir 378806630 permission denied

Result
string",1
208,384327785,-1001171769456,вот,0
209,384327785,-1001171769456,но можно сделать и,0
210,384327785,-1001171769456,var a string  zalupa,1
211,415364816,-1001171769456,не хуйня,0
212,415364816,-1001171769456,Так всё же можно,0
213,448233433,-1001171769456,ну так блять,0
214,415364816,-1001171769456,auto i  1,1
215,384327785,-1001171769456,ох плюсы это пиздец,0
216,448233433,-1001171769456,я не понимаю что не так то блять,0
217,415364816,-1001171769456,Я думал нельзя,0
218,384327785,-1001171769456,мне кажется сами плюсовики до конца жизни плюсы не выучат,0
219,384327785,-1001171769456,за растом будущее,0
220,384327785,-1001171769456,хоть он и говно,0
221,448233433,-1001171769456,"да там все что угодно епта
class Bar  auto foo  Bar3",0
222,448233433,-1001171769456,эмээмэ,0
223,448233433,-1001171769456,demenkop ты спишь,0
224,461468765,-1001171769456,чутка отдыхаю,0
225,461468765,-1001171769456,а что,0
226,461468765,-1001171769456,поможешь подрочить,0
227,415364816,-1001171769456,сколько у вас времени,0
228,461468765,-1001171769456,1,0
229,415364816,-1001171769456,а именно,0
230,415364816,-1001171769456,у меня 135,0
231,461468765,-1001171769456,мск то бишь,0
232,461468765,-1001171769456,а у меня 1,0
233,448233433,-1001171769456,мск,0
234,448233433,-1001171769456,233,0
235,448233433,-1001171769456,мало,0
236,415364816,-1001171769456,нахуй csv,0
237,448233433,-1001171769456,нужно как минимум тысячи три,0
238,448233433,-1001171769456,Лол а что ты мне предлагаешь,0
239,415364816,-1001171769456,json и sql БД  топ,0
240,461468765,-1001171769456,жсон,0
241,448233433,-1001171769456,пиздец,0
242,415364816,-1001171769456,или бд,0
243,448233433,-1001171769456,удачи в мл с жсоном,0
244,448233433,-1001171769456,Тока биг дату хранить там,0
245,448233433,-1001171769456,От пары тысяч строк там больше минусов будет,0
246,461468765,-1001171769456,это просто датасет чё ты орешь,0
247,448233433,-1001171769456,Чем плюсов,0
248,448233433,-1001171769456,Ну и что,0
249,448233433,-1001171769456,А бля,0
250,448233433,-1001171769456,Понял,0
251,448233433,-1001171769456,пф,0
252,461468765,-1001171769456,так я ему,0
253,384327785,-1001171769456,хуй откроешь файл в редакторе кста,0
254,461468765,-1001171769456,со своими sql тут,0
255,384327785,-1001171769456,ток в виме,0
256,461468765,-1001171769456,ЭТО ВООБЩЕ ВЫ ВИНОВАТЫ,1
257,415364816,-1001171769456,шо,0
258,461468765,-1001171769456,Я НЕНАВИДЕЛ СКЛ,1
259,461468765,-1001171769456,а теперь вот это что,0
260,448233433,-1001171769456,ебать я забыл скип нулевых значений сделать и проебал все,0
261,384327785,-1001171769456,я люблю скл,0
262,448233433,-1001171769456,ошибки летят,0
263,448233433,-1001171769456,ептаа,0
264,384327785,-1001171769456,ты его ненавидел потомучто не умел,0
265,415364816,-1001171769456,я тоже,0
266,461468765,-1001171769456,я его ненавидел ибо он мне неудобен,0
267,448233433,-1001171769456,dropna,1
268,448233433,-1001171769456,naxyi,1
269,415364816,-1001171769456,чо,0
270,415364816,-1001171769456,чем неудобен,0
271,461468765,-1001171769456,ебу вот чо,0
272,448233433,-1001171769456,kkj,1
273,415364816,-1001171769456,И VirtualStored колонки,1
274,415364816,-1001171769456,насрал,0
275,384327785,-1001171769456,смотря где,0
276,415364816,-1001171769456,в no sql,1
277,384327785,-1001171769456,так там нет отношений,0
278,384327785,-1001171769456,зачем там ключи,0
279,415364816,-1001171769456,типо ON DELETE CASCADE,1
280,415364816,-1001171769456,Удобно,0
281,415364816,-1001171769456,Постой пример  коменты,0
282,415364816,-1001171769456,Многоуровнивые даже,0
283,384327785,-1001171769456,у тебя там тупо всё в документе одном,0
284,415364816,-1001171769456,Типо FOREIGN KEY parentId REFERENCES commentsid ON DELETE CASCADE,0
285,384327785,-1001171769456,вся дата юзера,0
286,384327785,-1001171769456,это иногда мешает иногда нет,0
287,384327785,-1001171769456,вообще я считаю что залупа,0
288,415364816,-1001171769456,Понятно,0
289,384327785,-1001171769456,хотя в монге есть,0
290,384327785,-1001171769456,наверное,0
291,384327785,-1001171769456,в файрбэйзе тупо жсон вроде,0
292,384327785,-1001171769456,говно короче,0
293,448233433,-1001171769456,уву,0
294,448233433,-1001171769456,ты епта,0
295,448233433,-1001171769456,fg,1
296,1455492082,-1001171769456,пососи,0
297,1455492082,-1001171769456,хуйло,0
298,1455492082,-1001171769456,ебое,0
299,1455492082,-1001171769456,ебаное,0
300,1455492082,-1001171769456,чмо,0
301,1455492082,-1001171769456,сука,0
302,1455492082,-1001171769456,fsfd,1
303,1455492082,-1001171769456,соси,0
304,1455492082,-1001171769456,уебище,1
305,1455492082,-1001171769456,помойка,0
306,1455492082,-1001171769456,asdasdasdsagfd,1
307,1455492082,-1001171769456,gfdsgdf,1
308,1455492082,-1001171769456,ПОССОИ,1
309,1455492082,-1001171769456,ПОСОСИ,1
310,1455492082,-1001171769456,УЕБИЩЕ,1
311,1455492082,-1001171769456,мать ебал,0
312,1455492082,-1001171769456,хуесосина,1
313,1455492082,-1001171769456,даа,0
314,1455492082,-1001171769456,пососи,0
315,1455492082,-1001171769456,dropna,1
316,1455492082,-1001171769456,админ хуйло и у него мать шлюха,0
317,1455492082,-1001171769456,ок,0
318,1455492082,-1001171769456,бана нет,0
319,1455492082,-1001171769456,тренируем дальше,0
320,1455492082,-1001171769456,ыааыв,0
321,1455492082,-1001171769456,ыва,0
322,1455492082,-1001171769456,а,0
323,1455492082,-1001171769456,ы,0
324,1455492082,-1001171769456,а,0
325,1455492082,-1001171769456,аы,0
326,1455492082,-1001171769456,ваав,0
327,1455492082,-1001171769456,ыв,1
328,1455492082,-1001171769456,а,0
329,1455492082,-1001171769456,ыв,1
330,1455492082,-1001171769456,а,0
331,1455492082,-1001171769456,а,0
332,1455492082,-1001171769456,аы,0
333,1455492082,-1001171769456,а,0
334,1455492082,-1001171769456,аы,0
335,1455492082,-1001171769456,ва,0
336,1455492082,-1001171769456,ы,0
337,1455492082,-1001171769456,рапр,0
338,1455492082,-1001171769456,ап,0
339,1455492082,-1001171769456,а,0
340,1455492082,-1001171769456,п,0
341,1455492082,-1001171769456,р,0
342,1455492082,-1001171769456,а,0
343,1455492082,-1001171769456,п,0
344,1455492082,-1001171769456,р,0
345,1455492082,-1001171769456,а,0
346,1455492082,-1001171769456,ывааыаава,0
347,1455492082,-1001171769456,вааыава,0
348,1455492082,-1001171769456,ываыа,0
349,1455492082,-1001171769456,ывааыващазых,0
350,1455492082,-1001171769456,лаылавыдлады,0
351,1455492082,-1001171769456,павп,0
352,1455492082,-1001171769456,авыхаыазыхва,1
353,1455492082,-1001171769456,fsfsd,1
354,1455492082,-1001171769456,пвпв,1
355,1455492082,-1001171769456,ащыфзашыф,0
356,1455492082,-1001171769456,dfafsfd,1
357,1455492082,-1001171769456,ам,0
358,1455492082,-1001171769456,пза,0
359,1455492082,-1001171769456,фвызвъхыввфыв,1
360,1455492082,-1001171769456,вфлоыдв,1
361,1455492082,-1001171769456,ллвладыв,0
362,1455492082,-1001171769456,ок бля,0
363,1455492082,-1001171769456,векторизцаия,0
364,1455492082,-1001171769456,епта,0
365,1455492082,-1001171769456,хуй хуй хуй,1
366,1455492082,-1001171769456,хуй,1
367,1455492082,-1001171769456,хуйхухйхухйухйххухйхуй,1
368,1455492082,-1001171769456,аываы,0
369,1455492082,-1001171769456,хуй,1
370,1455492082,-1001171769456,ХУЙЙЙ,1
371,1455492082,-1001171769456,ХУИЩЕ,1
372,1455492082,-1001171769456,мать шлюха,1
373,1455492082,-1001171769456,шлюха мать,1
374,1455492082,-1001171769456,мать мертвая,1
375,1455492082,-1001171769456,мертвая мать,1
376,1455492082,-1001171769456,умерла мать,1
377,1455492082,-1001171769456,мать сдохла,1
378,1455492082,-1001171769456,ебал мать,1
379,1455492082,-1001171769456,мать ебал,1
380,1455492082,-1001171769456,у админа мать шлюха,1
381,1455492082,-1001171769456,мать жива,0
382,1455492082,-1001171769456,мать шлюха,0
383,1455492082,-1001171769456,ыефеы,1
384,384327785,-1001171769456,АХАХАХХАХАХХАХА,0
385,384327785,-1001171769456,АХФЫХАХАХЫХАХХАХАх,1
386,384327785,-1001171769456,АХАХХАХАХХАХА,1
387,1455492082,-1001171769456,dsffs,1
388,1455492082,-1001171769456,ываыв,0
389,1455492082,-1001171769456,ПИЗДЕЦ,1
390,1455492082,-1001171769456,ЗАЕБАЛО НСХУЙ ТЫ ЖИВОЙ ВАЩЕ,1
391,461468765,-1001171769456,оно работало,0
392,461468765,-1001171769456,не ржи а,0
393,384327785,-1001171769456,до сих пор работает,0
394,448233433,-1001171769456,пизда,0
395,461468765,-1001171769456,unmute,1
396,448233433,-1001171769456,баан,0
397,448233433,-1001171769456,жестко,0
398,384327785,-1001171769456,о нет,0
399,461468765,-1001171769456,bahahahahaah,1
400,448233433,-1001171769456,ХХАХАХА,1
401,448233433,-1001171769456,ХАХАХ,0
402,461468765,-1001171769456,ты же ничего не сделал даже,0
403,448233433,-1001171769456,угус,0
404,448233433,-1001171769456,пососи,0
405,448233433,-1001171769456,ка,0
406,448233433,-1001171769456,так если что онлайн,0
407,448233433,-1001171769456,спать не буду,0
408,448233433,-1001171769456,и вы не ложитесь,0
409,461468765,-1001171769456,execsukaebannaya messagerespondмама мертва,1
410,842632896,-1001171769456,мама мертва,1
411,448233433,-1001171769456,скоро новая модель будет,0
412,461468765,-1001171769456,и чо,0
413,448233433,-1001171769456,видиш,0
414,448233433,-1001171769456,не робит,0
415,461468765,-1001171769456,робит,0
416,461468765,-1001171769456,это же не спам,0
417,448233433,-1001171769456,бля,0
418,384327785,-1001171769456,оу щит бэйби,0
419,448233433,-1001171769456,мать мертва,0
420,461468765,-1001171769456,БЛЯЯЯЯЯЯЯЯЯ,1
421,448233433,-1001171769456,виш,0
422,461468765,-1001171769456,ностальгия,0
423,448233433,-1001171769456,fgfgf,1
424,448233433,-1001171769456,fddd,1
425,448233433,-1001171769456,аххахха,0
426,461468765,-1001171769456,у меня там шрифт ебанутый был помню,0
427,461468765,-1001171769456,надо скрины найти,0
428,461468765,-1001171769456,execsukaebannaya messagerespondмама мертва,1
429,842632896,-1001171769456,мама мертва,0
430,448233433,-1001171769456,МАТЬ МЕРТВА  ЕСЛИ ДА,1
431,448233433,-1001171769456,шлюха мать,0
432,461468765,-1001171769456,execsukaebannaya messagerespondпродам нюдсы дурова сейчас за 50 рублей ,1
433,842632896,-1001171769456,продам нюдсы дурова сейчас за 50 рублей,0
434,448233433,-1001171769456,мда,0
435,448233433,-1001171769456,шас,0
436,448233433,-1001171769456,делаю,0
437,448233433,-1001171769456,еще,0
438,461468765,-1001171769456,execsukaebannaya messagerespondказино фрибет получи хуй в жопу по рефссылке kirillfeschenko,1
439,842632896,-1001171769456,казино фрибет получи хуй в жопу по рефссылке kirillfeschenko,1
440,461468765,-1001171769456,а ему похуй,0
441,461468765,-1001171769456,execsukaebannaya messagerespondпродам нюдсы дурова сейчас за 50 рублей ,1
442,842632896,-1001171769456,продам нюдсы дурова сейчас за 50 рублей,0
443,448233433,-1001171769456,addsam,1
444,461468765,-1001171769456,аххахахахах,0
445,448233433,-1001171769456,ок,0
446,461468765,-1001171769456,обхожу антиспам,0
447,448233433,-1001171769456,,0
448,461468765,-1001171769456,взламываю нейросети,0
449,461468765,-1001171769456,просто надо думать как нейросеть,0
450,461468765,-1001171769456,то бишь знать только ничего,0
451,448233433,-1001171769456,это не нейронка,0
452,448233433,-1001171769456,это просто машинное обучение,0
453,461468765,-1001171769456,это где,0
454,461468765,-1001171769456,ну да,0
455,461468765,-1001171769456,ты понял,0
456,448233433,-1001171769456,кагл,0
457,384327785,-1001171769456,кста ты выкупаешь рофл что мы не смогли бы тоже самое на питоне сделать,0
458,384327785,-1001171769456,как сделали на жсе,0
459,461468765,-1001171769456,карл,0
460,448233433,-1001171769456,поч,0
461,384327785,-1001171769456,потомучто там нельзя просто так создать обьект тупо,0
462,461468765,-1001171769456,что,0
463,384327785,-1001171769456,это в жсе ты можешь создать обьект,0
464,384327785,-1001171769456,без класса,0
465,384327785,-1001171769456,а в питоне нет,0
466,461468765,-1001171769456,ты куда что,0
467,448233433,-1001171769456,я бы легче сделал лоол,0
468,384327785,-1001171769456,да чел мы делали это вообще малютками,0
469,384327785,-1001171769456,1 файл,0
470,461468765,-1001171769456,так там всего один файл,0
471,461468765,-1001171769456,ты уточняй,0
472,461468765,-1001171769456,что это один единственный,0
473,461468765,-1001171769456,все остальные по 1020 строк,0
474,384327785,-1001171769456,50,1
475,384327785,-1001171769456,иди нахуй,0
476,384327785,-1001171769456,шлюха,0
477,461468765,-1001171769456,execsukaebannaya messagerespondпродам нюдсы дурова сейчас за 50 рублей ,1
478,842632896,-1001171769456,продам нюдсы дурова сейчас за 50 рублей,0
479,461468765,-1001171769456,то есть,0
480,461468765,-1001171769456,я спамлю,0
481,384327785,-1001171769456,ну как,0
482,461468765,-1001171769456,а он нет,0
483,448233433,-1001171769456,мдаа,0
484,448233433,-1001171769456,ему похуй,0
485,461468765,-1001171769456,ну и хуй с ним епта блять давайте обучать,0
486,461468765,-1001171769456,execsukaebannaya messagerespondпродам нюдсы дурова сейчас за 50 рублей ,1
487,842632896,-1001171769456,продам нюдсы дурова сейчас за 50 рублей,0
488,448233433,-1001171769456,обучай,0
489,461468765,-1001171769456,да ты ахуел,0
490,448233433,-1001171769456,я потом этот датасет к тому,0
491,448233433,-1001171769456,применю,0
492,461468765,-1001171769456,я плохой учитаель,0
493,461468765,-1001171769456,учитель,0
494,461468765,-1001171769456,ладно щас,0
495,461468765,-1001171769456,пойду в floodmemeframe,1
496,461468765,-1001171769456,сука,0
497,461468765,-1001171769456,ебанутый,0
498,461468765,-1001171769456,ладно это спам,0
499,461468765,-1001171769456,но я же админ бляььь,0
500,448233433,-1001171769456,СПАМ,0
501,448233433,-1001171769456,продамнюдсыдуровасейчасза50рублей,1
502,448233433,-1001171769456,опаа,0
503,448233433,-1001171769456,продамнюдсы,1
504,448233433,-1001171769456,,0
505,448233433,-1001171769456,Заработало,0
506,448233433,-1001171769456,demenkop,0
507,448233433,-1001171769456,матьебал,1
508,448233433,-1001171769456,урааа,0
509,384327785,-1001171769456,вотчёсделал,0
510,384327785,-1001171769456,себеэтовэлектроннуюкнигу,0
511,384327785,-1001171769456,кину,0
512,384327785,-1001171769456,ибудутакчитать,0
513,384327785,-1001171769456,кайф,0
514,448233433,-1001171769456,матьтвоюебал,1
515,448233433,-1001171769456,админчмо,1
516,448233433,-1001171769456,админхуйло,1
517,448233433,-1001171769456,addsa,0
518,448233433,-1001171769456,админтвояматьшлюха,1
519,448233433,-1001171769456,эмээм,0
520,448233433,-1001171769456,мать,0
521,448233433,-1001171769456,матьшлюха,1
522,448233433,-1001171769456,матьебал,1
523,448233433,-1001171769456,ебалмать,1
524,448233433,-1001171769456,трахалмать,1
525,448233433,-1001171769456,твояматьшлюха,1
526,448233433,-1001171769456,матьтвоюебал,1
527,448233433,-1001171769456,purge,0
528,448233433,-1001171769456,demenkop,0
529,448233433,-1001171769456,пробуйепта,1
530,448233433,-1001171769456,ноэтояпростобагфиксанул,0
531,461468765,-1001171769456,Ущербноесоздание,1
532,461468765,-1001171769456,аейниами,1
533,461468765,-1001171769456,аденущерб,1
534,461468765,-1001171769456,саннедоношеный,1
535,461468765,-1001171769456,Орууууёбище,1
536,461468765,-1001171769456,Даунищеожил,1
537,461468765,-1001171769456,Типомамоктрогает,1
538,461468765,-1001171769456,Слитоеничтожество,1
539,461468765,-1001171769456,Тыслитоеничтожествокотороетрогаетродаков,1
540,461468765,-1001171769456,убегамсаламостальнымсочувствую,1
541,461468765,-1001171769456,САЛАМ,1
542,461468765,-1001171769456,∆∆∆∆¢∆¢∆АХАХАХАХА,1
543,461468765,-1001171769456,СОСИШВЕЙЦАРАРБУЗ,1
544,461468765,-1001171769456,sexySexySexySexyRSexySexyRSexySexySeSexySexySeSexySexySeSexySexySexySexySexySexySexySexySexySexySexySeSexySexySexySexySexSexySexySexySexSexSexySexySexSexySexySexSexySexySexSexySexySeSexySexSeSexySexySexySexySexSexySexySexSexySexySexySeSexySexySexySexySexySexySexySexySexySexySexySexySexySexyRSexySexySexySexySeSexySeSexySexySexySeSexySexySexyRSexySexySexyRSexySexySexySexySexySexySexyRSexySexySexySeSexySexySexySexySexySexySexSexSexSexySexyySexSex,1
